Rank,Movie,Production Budget,MPAA Rating,Genre,Date,Gross,Theaters,Days
105,House of Gucci,"$75,000,000",R,Drama,"Dec 26, 2021","$364,421",907,33
105,House of Gucci,"$75,000,000",R,Drama,"Dec 27, 2021","$277,545",907,34
105,House of Gucci,"$75,000,000",R,Drama,"Dec 28, 2021","$253,492",907,35
105,House of Gucci,"$75,000,000",R,Drama,"Dec 29, 2021","$265,762",907,36
105,House of Gucci,"$75,000,000",R,Drama,"Dec 30, 2021","$272,684",907,37
105,House of Gucci,"$75,000,000",R,Drama,"Dec 31, 2021","$192,810",707,38
105,House of Gucci,"$75,000,000",R,Drama,"Jan 1, 2022","$350,899",707,39
105,House of Gucci,"$75,000,000",R,Drama,"Jan 2, 2022","$255,130",707,40
105,House of Gucci,"$75,000,000",R,Drama,"Jan 3, 2022","$131,361",707,41
105,House of Gucci,"$75,000,000",R,Drama,"Jan 4, 2022","$107,694",707,42
105,House of Gucci,"$75,000,000",R,Drama,"Jan 5, 2022","$99,047",707,43
105,House of Gucci,"$75,000,000",R,Drama,"Jan 6, 2022","$91,576",707,44
105,House of Gucci,"$75,000,000",R,Drama,"Jan 7, 2022","$175,329",607,45
105,House of Gucci,"$75,000,000",R,Drama,"Jan 8, 2022","$275,987",607,46
105,House of Gucci,"$75,000,000",R,Drama,"Jan 9, 2022","$165,428",607,47
105,House of Gucci,"$75,000,000",R,Drama,"Jan 10, 2022","$59,491",607,48
105,House of Gucci,"$75,000,000",R,Drama,"Jan 11, 2022","$75,117",607,49
105,House of Gucci,"$75,000,000",R,Drama,"Jan 12, 2022","$73,623",607,50
105,House of Gucci,"$75,000,000",R,Drama,"Jan 13, 2022","$71,089",607,51
105,House of Gucci,"$75,000,000",R,Drama,"Jan 14, 2022","$205,029",1307,52
105,House of Gucci,"$75,000,000",R,Drama,"Jan 15, 2022","$310,873",1307,53
105,House of Gucci,"$75,000,000",R,Drama,"Jan 16, 2022","$239,902",1307,54
105,House of Gucci,"$75,000,000",R,Drama,"Jan 17, 2022","$167,301",1307,55
105,House of Gucci,"$75,000,000",R,Drama,"Jan 18, 2022","$102,475",1307,56
105,House of Gucci,"$75,000,000",R,Drama,"Jan 19, 2022","$92,960",1307,57
105,House of Gucci,"$75,000,000",R,Drama,"Jan 20, 2022","$87,294",1307,58
105,House of Gucci,"$75,000,000",R,Drama,"Jan 21, 2022","$163,095",1007,59
105,House of Gucci,"$75,000,000",R,Drama,"Jan 22, 2022","$246,732",1007,60
105,House of Gucci,"$75,000,000",R,Drama,"Jan 23, 2022","$148,274",1007,61
105,House of Gucci,"$75,000,000",R,Drama,"Jan 24, 2022","$60,873",1007,62
105,House of Gucci,"$75,000,000",R,Drama,"Jan 25, 2022","$81,832",1007,63
105,House of Gucci,"$75,000,000",R,Drama,"Jan 26, 2022","$74,671",1007,64
105,House of Gucci,"$75,000,000",R,Drama,"Jan 27, 2022","$71,907",1007,65
105,House of Gucci,"$75,000,000",R,Drama,"Jan 28, 2022","$145,895",907,66
105,House of Gucci,"$75,000,000",R,Drama,"Jan 29, 2022","$239,636",907,67
105,House of Gucci,"$75,000,000",R,Drama,"Jan 30, 2022","$118,147",907,68
105,House of Gucci,"$75,000,000",R,Drama,"Jan 31, 2022","$57,768",907,69
105,House of Gucci,"$75,000,000",R,Drama,"Feb 1, 2022","$66,582",907,70
105,House of Gucci,"$75,000,000",R,Drama,"Feb 2, 2022","$60,273",907,71
105,House of Gucci,"$75,000,000",R,Drama,"Feb 3, 2022","$54,592",907,72
105,House of Gucci,"$75,000,000",R,Drama,"Feb 4, 2022","$79,798",537,73
105,House of Gucci,"$75,000,000",R,Drama,"Feb 5, 2022","$141,828",537,74
105,House of Gucci,"$75,000,000",R,Drama,"Feb 6, 2022","$86,419",537,75
105,House of Gucci,"$75,000,000",R,Drama,"Feb 7, 2022","$31,126",537,76
105,House of Gucci,"$75,000,000",R,Drama,"Feb 8, 2022","$44,016",537,77
105,House of Gucci,"$75,000,000",R,Drama,"Feb 9, 2022","$38,614",537,78
105,House of Gucci,"$75,000,000",R,Drama,"Feb 10, 2022","$29,291",537,79
105,House of Gucci,"$75,000,000",R,Drama,"Feb 11, 2022","$22,149",267,80
105,House of Gucci,"$75,000,000",R,Drama,"Feb 12, 2022","$36,017",267,81
105,House of Gucci,"$75,000,000",R,Drama,"Feb 13, 2022","$17,435",267,82
105,House of Gucci,"$75,000,000",R,Drama,"Feb 14, 2022","$21,584",267,83
105,House of Gucci,"$75,000,000",R,Drama,"Feb 15, 2022","$13,286",267,84
105,House of Gucci,"$75,000,000",R,Drama,"Feb 16, 2022","$12,107",267,85
105,House of Gucci,"$75,000,000",R,Drama,"Feb 17, 2022","$10,775",267,86
105,House of Gucci,"$75,000,000",R,Drama,"Feb 18, 2022","$7,364",87,87
105,House of Gucci,"$75,000,000",R,Drama,"Feb 19, 2022","$13,075",87,88
105,House of Gucci,"$75,000,000",R,Drama,"Feb 20, 2022","$10,563",87,89
105,House of Gucci,"$75,000,000",R,Drama,"Feb 21, 2022","$8,314",87,90
105,House of Gucci,"$75,000,000",R,Drama,"Feb 22, 2022","$4,802",87,91
105,House of Gucci,"$75,000,000",R,Drama,"Feb 23, 2022","$5,083",87,92
105,House of Gucci,"$75,000,000",R,Drama,"Feb 24, 2022","$3,852",87,93
105,House of Gucci,"$75,000,000",R,Drama,"Feb 25, 2022","$4,606",87,94
105,House of Gucci,"$75,000,000",R,Drama,"Feb 26, 2022","$7,053",87,95
105,House of Gucci,"$75,000,000",R,Drama,"Feb 27, 2022","$5,432",87,96
105,House of Gucci,"$75,000,000",R,Drama,"Feb 28, 2022","$2,174",87,97
105,House of Gucci,"$75,000,000",R,Drama,"Mar 1, 2022","$2,323",87,98
105,House of Gucci,"$75,000,000",R,Drama,"Mar 2, 2022","$3,825",87,99
105,House of Gucci,"$75,000,000",R,Drama,"Mar 3, 2022","$1,283",87,100
106,Mississippi Masala,N/A,R,Drama,N/A,N/A,N/A,N/A
107,Clerks III,N/A,N/A,Comedy,"Sep 13, 2022","$1,101,386",1089,1
107,Clerks III,N/A,N/A,Comedy,"Sep 14, 2022","$166,323",1089,2
107,Clerks III,N/A,N/A,Comedy,"Sep 15, 2022","$276,445",1089,3
107,Clerks III,N/A,N/A,Comedy,"Sep 16, 2022","$188,764",830,4
107,Clerks III,N/A,N/A,Comedy,"Sep 17, 2022","$243,627",830,5
107,Clerks III,N/A,N/A,Comedy,"Sep 18, 2022","$241,939",830,6
107,Clerks III,N/A,N/A,Comedy,"Sep 19, 2022","$50,079",830,7
107,Clerks III,N/A,N/A,Comedy,"Sep 20, 2022","$78,782",830,8
107,Clerks III,N/A,N/A,Comedy,"Sep 21, 2022","$50,532",830,9
107,Clerks III,N/A,N/A,Comedy,"Sep 22, 2022","$117,789",830,10
107,Clerks III,N/A,N/A,Comedy,"Sep 23, 2022","$23,357",150,11
107,Clerks III,N/A,N/A,Comedy,"Sep 24, 2022","$31,428",150,12
107,Clerks III,N/A,N/A,Comedy,"Sep 25, 2022","$67,872",150,13
107,Clerks III,N/A,N/A,Comedy,"Sep 26, 2022","$34,022",150,14
107,Clerks III,N/A,N/A,Comedy,"Sep 27, 2022","$66,819",150,15
107,Clerks III,N/A,N/A,Comedy,"Sep 28, 2022","$1,625",150,16
107,Clerks III,N/A,N/A,Comedy,"Sep 29, 2022","$2,451",150,17
107,Clerks III,N/A,N/A,Comedy,"Sep 30, 2022","$87,725",150,18
107,Clerks III,N/A,N/A,Comedy,"Oct 1, 2022","$58,965",150,19
107,Clerks III,N/A,N/A,Comedy,"Oct 2, 2022","$75,742",150,20
107,Clerks III,N/A,N/A,Comedy,"Oct 3, 2022","$1,601",150,21
107,Clerks III,N/A,N/A,Comedy,"Oct 4, 2022","$68,760",150,22
107,Clerks III,N/A,N/A,Comedy,"Oct 5, 2022","$64,934",150,23
107,Clerks III,N/A,N/A,Comedy,"Oct 6, 2022","$1,923",150,24
107,Clerks III,N/A,N/A,Comedy,"Oct 7, 2022",$760,150,25
107,Clerks III,N/A,N/A,Comedy,"Oct 8, 2022",$700,150,26
107,Clerks III,N/A,N/A,Comedy,"Oct 9, 2022",$643,150,27
107,Clerks III,N/A,N/A,Comedy,"Oct 10, 2022",$651,150,28
107,Clerks III,N/A,N/A,Comedy,"Oct 11, 2022","$69,921",150,29
107,Clerks III,N/A,N/A,Comedy,"Oct 12, 2022","$37,827",150,30
107,Clerks III,N/A,N/A,Comedy,"Oct 13, 2022","$48,421",150,31
107,Clerks III,N/A,N/A,Comedy,"Oct 14, 2022","$13,848",150,32
107,Clerks III,N/A,N/A,Comedy,"Oct 15, 2022","$79,395",150,33
107,Clerks III,N/A,N/A,Comedy,"Oct 16, 2022","$92,185",150,34
107,Clerks III,N/A,N/A,Comedy,"Oct 17, 2022","$54,703",150,35
107,Clerks III,N/A,N/A,Comedy,"Oct 18, 2022","$8,153",150,36
107,Clerks III,N/A,N/A,Comedy,"Oct 19, 2022","$9,602",150,37
107,Clerks III,N/A,N/A,Comedy,"Oct 20, 2022","$72,024",150,38
107,Clerks III,N/A,N/A,Comedy,"Oct 21, 2022",$447,150,39
107,Clerks III,N/A,N/A,Comedy,"Oct 22, 2022","$77,043",150,40
107,Clerks III,N/A,N/A,Comedy,"Oct 23, 2022","$69,642",150,41
107,Clerks III,N/A,N/A,Comedy,"Oct 24, 2022",$450,150,42
107,Clerks III,N/A,N/A,Comedy,"Oct 25, 2022","$60,830",150,43
107,Clerks III,N/A,N/A,Comedy,"Oct 26, 2022",$459,150,44
107,Clerks III,N/A,N/A,Comedy,"Oct 27, 2022","$59,460",150,45
107,Clerks III,N/A,N/A,Comedy,"Oct 29, 2022","$42,614",150,47
107,Clerks III,N/A,N/A,Comedy,"Oct 30, 2022","$39,514",150,48
107,Clerks III,N/A,N/A,Comedy,"Oct 31, 2022","$40,064",150,49
107,Clerks III,N/A,N/A,Comedy,"Nov 2, 2022",$49,150,51
107,Clerks III,N/A,N/A,Comedy,"Nov 4, 2022","$58,331",150,53
107,Clerks III,N/A,N/A,Comedy,"Nov 5, 2022","$62,826",150,54
107,Clerks III,N/A,N/A,Comedy,"Nov 6, 2022",$103,150,55
107,Clerks III,N/A,N/A,Comedy,"Nov 7, 2022","$52,030",150,56
107,Clerks III,N/A,N/A,Comedy,"Nov 8, 2022","$35,923",150,57
107,Clerks III,N/A,N/A,Comedy,"Nov 9, 2022","$45,135",150,58
107,Clerks III,N/A,N/A,Comedy,"Nov 10, 2022","$80,676",150,59
107,Clerks III,N/A,N/A,Comedy,"Nov 11, 2022",$34,5,60
107,Clerks III,N/A,N/A,Comedy,"Nov 12, 2022","$54,456",5,61
107,Clerks III,N/A,N/A,Comedy,"Nov 13, 2022","$71,675",5,62
107,Clerks III,N/A,N/A,Comedy,"Nov 14, 2022","$64,662",5,63
107,Clerks III,N/A,N/A,Comedy,"Nov 15, 2022","$36,994",5,64
107,Clerks III,N/A,N/A,Comedy,"Nov 16, 2022",$21,5,65
107,Clerks III,N/A,N/A,Comedy,"Nov 17, 2022",$20,5,66
107,Clerks III,N/A,N/A,Comedy,"Nov 19, 2022",$44,2,68
107,Clerks III,N/A,N/A,Comedy,"Nov 20, 2022","$51,771",2,69
107,Clerks III,N/A,N/A,Comedy,"Nov 23, 2022",$42,2,72
107,Clerks III,N/A,N/A,Comedy,"Nov 25, 2022",$60,1,74
107,Clerks III,N/A,N/A,Comedy,"Nov 26, 2022",$20,1,75
107,Clerks III,N/A,N/A,Comedy,"Nov 27, 2022",$15,1,76
107,Clerks III,N/A,N/A,Comedy,"Dec 5, 2022","$37,235",2,84
107,Clerks III,N/A,N/A,Comedy,"Dec 6, 2022","$28,649",2,85
108,The Cursed,N/A,R,Horror,"Feb 18, 2022","$598,552",1687,1
108,The Cursed,N/A,R,Horror,"Feb 19, 2022","$680,464",1687,2
108,The Cursed,N/A,R,Horror,"Feb 20, 2022","$497,126",1687,3
108,The Cursed,N/A,R,Horror,"Feb 21, 2022","$270,381",1687,4
108,The Cursed,N/A,R,Horror,"Feb 22, 2022","$211,975",1687,5
108,The Cursed,N/A,R,Horror,"Feb 23, 2022","$157,331",1687,6
108,The Cursed,N/A,R,Horror,"Feb 24, 2022","$151,632",1687,7
108,The Cursed,N/A,R,Horror,"Feb 25, 2022","$295,765",1695,8
108,The Cursed,N/A,R,Horror,"Feb 26, 2022","$497,753",1695,9
108,The Cursed,N/A,R,Horror,"Feb 27, 2022","$290,985",1695,10
108,The Cursed,N/A,R,Horror,"Feb 28, 2022","$113,417",1695,11
108,The Cursed,N/A,R,Horror,"Mar 1, 2022","$134,485",1695,12
108,The Cursed,N/A,R,Horror,"Mar 2, 2022","$109,380",1695,13
108,The Cursed,N/A,R,Horror,"Mar 3, 2022","$72,923",1695,14
108,The Cursed,N/A,R,Horror,"Mar 4, 2022","$55,047",458,15
108,The Cursed,N/A,R,Horror,"Mar 5, 2022","$83,783",458,16
108,The Cursed,N/A,R,Horror,"Mar 6, 2022","$53,069",458,17
108,The Cursed,N/A,R,Horror,"Mar 7, 2022","$27,264",458,18
108,The Cursed,N/A,R,Horror,"Mar 8, 2022","$25,880",458,19
108,The Cursed,N/A,R,Horror,"Mar 9, 2022","$26,122",458,20
108,The Cursed,N/A,R,Horror,"Mar 10, 2022","$27,156",458,21
108,The Cursed,N/A,R,Horror,"Mar 11, 2022","$30,786",239,22
108,The Cursed,N/A,R,Horror,"Mar 12, 2022","$53,577",239,23
108,The Cursed,N/A,R,Horror,"Mar 13, 2022","$32,821",239,24
108,The Cursed,N/A,R,Horror,"Mar 14, 2022","$14,007",239,25
108,The Cursed,N/A,R,Horror,"Mar 15, 2022","$16,793",239,26
108,The Cursed,N/A,R,Horror,"Mar 16, 2022","$14,234",239,27
108,The Cursed,N/A,R,Horror,"Mar 17, 2022","$7,099",239,28
108,The Cursed,N/A,R,Horror,"Mar 18, 2022","$9,067",92,29
108,The Cursed,N/A,R,Horror,"Mar 19, 2022","$13,897",92,30
108,The Cursed,N/A,R,Horror,"Mar 20, 2022","$6,252",92,31
108,The Cursed,N/A,R,Horror,"Mar 21, 2022","$1,993",92,32
108,The Cursed,N/A,R,Horror,"Mar 22, 2022","$3,425",92,33
108,The Cursed,N/A,R,Horror,"Mar 23, 2022","$2,515",92,34
108,The Cursed,N/A,R,Horror,"Mar 24, 2022","$1,433",92,35
109,Vengeance,N/A,R,Black Comedy,"Jul 29, 2022","$658,425",998,1
109,Vengeance,N/A,R,Black Comedy,"Jul 30, 2022","$631,440",998,2
109,Vengeance,N/A,R,Black Comedy,"Jul 31, 2022","$465,460",998,3
109,Vengeance,N/A,R,Black Comedy,"Aug 1, 2022","$196,970",998,4
109,Vengeance,N/A,R,Black Comedy,"Aug 2, 2022","$273,570",998,5
109,Vengeance,N/A,R,Black Comedy,"Aug 3, 2022","$197,140",998,6
109,Vengeance,N/A,R,Black Comedy,"Aug 4, 2022","$135,020",998,7
109,Vengeance,N/A,R,Black Comedy,"Aug 5, 2022","$202,705",1003,8
109,Vengeance,N/A,R,Black Comedy,"Aug 6, 2022","$296,695",1003,9
109,Vengeance,N/A,R,Black Comedy,"Aug 7, 2022","$226,310",1003,10
109,Vengeance,N/A,R,Black Comedy,"Aug 8, 2022","$93,150",1003,11
109,Vengeance,N/A,R,Black Comedy,"Aug 9, 2022","$126,875",1003,12
109,Vengeance,N/A,R,Black Comedy,"Aug 10, 2022","$99,835",1003,13
109,Vengeance,N/A,R,Black Comedy,"Aug 11, 2022","$66,425",1003,14
109,Vengeance,N/A,R,Black Comedy,"Aug 12, 2022","$61,010",431,15
109,Vengeance,N/A,R,Black Comedy,"Aug 13, 2022","$91,880",431,16
109,Vengeance,N/A,R,Black Comedy,"Aug 14, 2022","$62,585",431,17
109,Vengeance,N/A,R,Black Comedy,"Aug 15, 2022","$25,665",431,18
109,Vengeance,N/A,R,Black Comedy,"Aug 16, 2022","$37,400",431,19
109,Vengeance,N/A,R,Black Comedy,"Aug 17, 2022","$26,325",431,20
109,Vengeance,N/A,R,Black Comedy,"Aug 18, 2022","$18,125",431,21
109,Vengeance,N/A,R,Black Comedy,"Aug 19, 2022","$28,175",167,22
109,Vengeance,N/A,R,Black Comedy,"Aug 20, 2022","$42,765",167,23
109,Vengeance,N/A,R,Black Comedy,"Aug 21, 2022","$29,030",167,24
109,Vengeance,N/A,R,Black Comedy,"Aug 22, 2022","$9,210",167,25
109,Vengeance,N/A,R,Black Comedy,"Aug 23, 2022","$12,980",167,26
109,Vengeance,N/A,R,Black Comedy,"Aug 24, 2022","$9,970",167,27
109,Vengeance,N/A,R,Black Comedy,"Aug 25, 2022","$9,405",167,28
109,Vengeance,N/A,R,Black Comedy,"Aug 26, 2022","$19,305",106,29
109,Vengeance,N/A,R,Black Comedy,"Aug 27, 2022","$31,035",106,30
109,Vengeance,N/A,R,Black Comedy,"Aug 28, 2022","$16,675",106,31
109,Vengeance,N/A,R,Black Comedy,"Aug 29, 2022","$5,170",106,32
109,Vengeance,N/A,R,Black Comedy,"Aug 30, 2022","$6,650",106,33
109,Vengeance,N/A,R,Black Comedy,"Aug 31, 2022","$6,905",106,34
109,Vengeance,N/A,R,Black Comedy,"Sep 1, 2022","$5,435",106,35
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Mar 22, 2002","$4,704,000",3010,7225
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Mar 23, 2002","$5,536,000",3010,7226
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Mar 24, 2002","$3,670,000",3010,7227
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Mar 25, 2002","$917,000",3007,7228
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Mar 26, 2002","$992,000",3007,7229
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Mar 27, 2002","$932,000",3007,7230
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Mar 28, 2002","$1,176,000",3007,7231
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Mar 29, 2002","$2,315,000",3007,7232
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Mar 30, 2002","$2,330,000",3007,7233
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Mar 31, 2002","$1,519,000",3007,7234
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Apr 1, 2002","$917,000",3007,7235
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Apr 2, 2002","$661,000",3007,7236
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Apr 3, 2002","$677,000",3007,7237
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Apr 4, 2002","$617,000",3007,7238
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Apr 5, 2002","$942,000",2475,7239
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Apr 6, 2002","$1,527,000",2475,7240
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Apr 7, 2002","$1,080,000",2478,7241
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Apr 8, 2002","$162,000",2478,7242
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Apr 9, 2002","$185,000",2478,7243
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Apr 10, 2002","$162,000",2478,7244
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Apr 11, 2002","$149,000",2478,7245
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 12, 2022","$489,155",389,14673
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 13, 2022","$320,405",389,14674
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 14, 2022","$262,790",389,14675
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 15, 2022","$98,460",389,14676
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 16, 2022","$125,835",389,14677
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 17, 2022","$119,155",389,14678
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 18, 2022","$42,665",389,14679
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 19, 2022","$78,020",793,14680
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 20, 2022","$139,755",793,14681
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 21, 2022","$108,940",793,14682
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 22, 2022","$51,790",793,14683
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 23, 2022","$55,310",793,14684
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 24, 2022","$48,865",793,14685
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 25, 2022","$34,450",793,14686
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 26, 2022","$12,400",94,14687
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 27, 2022","$19,140",94,14688
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 28, 2022","$9,855",94,14689
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 29, 2022","$3,145",94,14690
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 30, 2022","$4,380",94,14691
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Aug 31, 2022","$3,000",94,14692
110,ET: The Extra-Terrestrial,"$10,500,000",PG,Drama,"Sep 1, 2022","$3,210",94,14693
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 16, 2022","$593,594",170,1
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 17, 2022","$371,222",170,2
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 18, 2022","$265,329",170,3
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 19, 2022","$78,419",170,4
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 20, 2022","$137,468",170,5
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 21, 2022","$130,678",170,6
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 22, 2022","$101,816",170,7
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 23, 2022","$318,076",733,8
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 24, 2022","$311,714",733,9
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 25, 2022","$274,309",733,10
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 26, 2022","$95,343",733,11
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 27, 2022","$107,738",733,12
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 28, 2022","$94,809",733,13
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 29, 2022","$85,328",733,14
111,Moonage Daydream,N/A,PG-13,Documentary,"Sep 30, 2022","$107,888",675,15
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 1, 2022","$201,002",675,16
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 2, 2022","$138,691",675,17
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 3, 2022","$49,929",690,18
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 4, 2022","$64,408",690,19
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 5, 2022","$70,849",690,20
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 6, 2022","$49,594",690,21
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 7, 2022","$43,931",290,22
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 8, 2022","$72,925",290,23
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 9, 2022","$53,236",290,24
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 10, 2022","$31,264",290,25
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 11, 2022","$24,699",290,26
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 12, 2022","$26,180",290,27
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 13, 2022","$28,275",290,28
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 14, 2022","$29,093",198,29
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 15, 2022","$46,557",198,30
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 16, 2022","$36,262",198,31
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 17, 2022","$17,062",198,32
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 18, 2022","$17,054",198,33
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 19, 2022","$19,763",198,34
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 20, 2022","$16,965",198,35
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 21, 2022","$11,095",86,36
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 22, 2022","$16,310",86,37
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 23, 2022","$13,700",86,38
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 24, 2022","$4,643",86,39
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 25, 2022","$6,268",86,40
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 26, 2022","$8,901",86,41
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 27, 2022","$7,922",86,42
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 28, 2022","$8,338",52,43
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 29, 2022","$8,922",52,44
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 30, 2022","$10,795",52,45
111,Moonage Daydream,N/A,PG-13,Documentary,"Oct 31, 2022","$1,727",52,46
111,Moonage Daydream,N/A,PG-13,Documentary,"Nov 1, 2022","$2,504",52,47
111,Moonage Daydream,N/A,PG-13,Documentary,"Nov 2, 2022","$2,379",52,48
111,Moonage Daydream,N/A,PG-13,Documentary,"Nov 3, 2022","$3,950",52,49
111,Moonage Daydream,N/A,PG-13,Documentary,"Dec 16, 2022","$14,318",25,92
111,Moonage Daydream,N/A,PG-13,Documentary,"Dec 17, 2022","$17,945",25,93
111,Moonage Daydream,N/A,PG-13,Documentary,"Dec 18, 2022","$15,530",25,94
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 7, 2022","$91,700",10,1
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 8, 2022","$68,374",10,2
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 9, 2022","$54,528",10,3
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 10, 2022","$33,746",10,4
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 11, 2022","$26,744",10,5
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 12, 2022","$26,157",10,6
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 13, 2022","$19,226",10,7
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 14, 2022","$131,519",31,8
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 15, 2022","$114,445",31,9
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 16, 2022","$87,514",31,10
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 17, 2022","$38,923",31,11
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 18, 2022","$47,424",31,12
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 19, 2022","$43,978",31,13
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 20, 2022","$35,597",31,14
112,Triangle of Sadness,N/A,R,Black Comedy,"Oct 21, 2022","$218,112",280,15
